,fig_path,fig_name
64553,Circle_a8c12726-2a91-11ea-8123-8363a7ec19e6.png,Circle
72015,Triangle_cf94a452-2a84-11ea-8123-8363a7ec19e6.png,Triangle
31838,Square_78b7c108-2a9a-11ea-8123-8363a7ec19e6.png,Square
1898,Square_4ef9b5f4-2a97-11ea-8123-8363a7ec19e6.png,Square
12870,Circle_57157550-2a85-11ea-8123-8363a7ec19e6.png,Circle
30240,Triangle_733ab5c0-2a84-11ea-8123-8363a7ec19e6.png,Triangle
61196,Circle_87d282de-2a8d-11ea-8123-8363a7ec19e6.png,Circle
45916,Triangle_d75a3ef6-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
74089,Circle_83975e6c-2a95-11ea-8123-8363a7ec19e6.png,Circle
58410,Square_a07e3002-2a8e-11ea-8123-8363a7ec19e6.png,Square
43422,Circle_90ffaa20-2a98-11ea-8123-8363a7ec19e6.png,Circle
10098,Circle_3c449f7a-2a9a-11ea-8123-8363a7ec19e6.png,Circle
47164,Square_d22376e2-2a90-11ea-8123-8363a7ec19e6.png,Square
10327,Triangle_9a5b03a8-2a84-11ea-8123-8363a7ec19e6.png,Triangle
12875,Circle_6b9b6ba2-2a89-11ea-8123-8363a7ec19e6.png,Circle
88723,Circle_e882f5dc-2a88-11ea-8123-8363a7ec19e6.png,Circle
29061,Triangle_6be5b4dc-2a84-11ea-8123-8363a7ec19e6.png,Triangle
53964,Circle_e6f968c6-2a84-11ea-8123-8363a7ec19e6.png,Circle
22553,Triangle_d7a9e2b2-2a91-11ea-8123-8363a7ec19e6.png,Triangle
56259,Triangle_745ab8aa-2a99-11ea-8123-8363a7ec19e6.png,Triangle
6964,Circle_d5c004a2-2a8e-11ea-8123-8363a7ec19e6.png,Circle
21520,Square_ada53afc-2a87-11ea-8123-8363a7ec19e6.png,Square
36234,Triangle_6565647a-2a95-11ea-8123-8363a7ec19e6.png,Triangle
6104,Circle_a683f688-2a95-11ea-8123-8363a7ec19e6.png,Circle
7274,Circle_9dc67318-2a9a-11ea-8123-8363a7ec19e6.png,Circle
82370,Circle_bedb988a-2a9a-11ea-8123-8363a7ec19e6.png,Circle
57656,Triangle_0b1482b8-2a85-11ea-8123-8363a7ec19e6.png,Triangle
10156,Square_1e16c93c-2a8c-11ea-8123-8363a7ec19e6.png,Square
83611,Triangle_f7980e5c-2a99-11ea-8123-8363a7ec19e6.png,Triangle
37827,Triangle_d4f0affa-2a83-11ea-8123-8363a7ec19e6.png,Triangle
55282,Circle_854383d2-2a89-11ea-8123-8363a7ec19e6.png,Circle
11241,Triangle_c4a59850-2a96-11ea-8123-8363a7ec19e6.png,Triangle
41878,Triangle_1b3ad4ba-2a91-11ea-8123-8363a7ec19e6.png,Triangle
23172,Square_33c5f598-2a8f-11ea-8123-8363a7ec19e6.png,Square
78620,Triangle_e1e7fdba-2a99-11ea-8123-8363a7ec19e6.png,Triangle
48691,Square_aa6c584c-2a83-11ea-8123-8363a7ec19e6.png,Square
18493,Triangle_f43ea456-2a93-11ea-8123-8363a7ec19e6.png,Triangle
5183,Triangle_5fb3406a-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
15304,Triangle_ed8ac1f8-2a98-11ea-8123-8363a7ec19e6.png,Triangle
61149,Triangle_d4ad7896-2a99-11ea-8123-8363a7ec19e6.png,Triangle
79119,Triangle_a242fd62-2a86-11ea-8123-8363a7ec19e6.png,Triangle
49442,Circle_f1b4d094-2a8d-11ea-8123-8363a7ec19e6.png,Circle
44294,Circle_e74ff4f4-2a87-11ea-8123-8363a7ec19e6.png,Circle
10619,Triangle_87f4e664-2a86-11ea-8123-8363a7ec19e6.png,Triangle
58863,Circle_c4002ef8-2a94-11ea-8123-8363a7ec19e6.png,Circle
50277,Triangle_2f4ae7c8-2a97-11ea-8123-8363a7ec19e6.png,Triangle
1244,Circle_469f3974-2a88-11ea-8123-8363a7ec19e6.png,Circle
57763,Square_de270daa-2a90-11ea-8123-8363a7ec19e6.png,Square
945,Square_894bf3dc-2a94-11ea-8123-8363a7ec19e6.png,Square
73430,Triangle_2b979b2e-2a85-11ea-8123-8363a7ec19e6.png,Triangle
42509,Square_2512a1aa-2a8e-11ea-8123-8363a7ec19e6.png,Square
15164,Square_1edcfa02-2a8d-11ea-8123-8363a7ec19e6.png,Square
67983,Circle_aa8f72ba-2a91-11ea-8123-8363a7ec19e6.png,Circle
49349,Circle_a07dafdc-2a94-11ea-8123-8363a7ec19e6.png,Circle
11408,Triangle_4d6895cc-2a90-11ea-8123-8363a7ec19e6.png,Triangle
8001,Circle_d0c63e0a-2a8c-11ea-8123-8363a7ec19e6.png,Circle
33161,Square_a37d5da0-2a8e-11ea-8123-8363a7ec19e6.png,Square
64060,Circle_ba8ac728-2a8c-11ea-8123-8363a7ec19e6.png,Circle
75376,Square_c2bc73fc-2a9a-11ea-8123-8363a7ec19e6.png,Square
78772,Square_debea080-2a94-11ea-8123-8363a7ec19e6.png,Square
43710,Triangle_6d4270c6-2a94-11ea-8123-8363a7ec19e6.png,Triangle
67059,Circle_67998010-2a85-11ea-8123-8363a7ec19e6.png,Circle
37207,Triangle_461d98e0-2a94-11ea-8123-8363a7ec19e6.png,Triangle
29448,Square_fc1cf666-2a91-11ea-8123-8363a7ec19e6.png,Square
88511,Triangle_df4102e6-2a85-11ea-8123-8363a7ec19e6.png,Triangle
40373,Square_9cf74b66-2a8f-11ea-8123-8363a7ec19e6.png,Square
65981,Circle_8ffc6da2-2a8e-11ea-8123-8363a7ec19e6.png,Circle
3879,Circle_dc0e9926-2a94-11ea-8123-8363a7ec19e6.png,Circle
21403,Triangle_3951030c-2a91-11ea-8123-8363a7ec19e6.png,Triangle
10004,Circle_5e44c196-2a94-11ea-8123-8363a7ec19e6.png,Circle
69902,Circle_73353720-2a85-11ea-8123-8363a7ec19e6.png,Circle
81335,Circle_8268d49e-2a90-11ea-8123-8363a7ec19e6.png,Circle
22761,Triangle_87fcd56c-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
77120,Circle_76ac0aba-2a8e-11ea-8123-8363a7ec19e6.png,Circle
25044,Square_73a200e6-2a8d-11ea-8123-8363a7ec19e6.png,Square
25491,Triangle_c02600b8-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
77614,Square_357b147c-2a99-11ea-8123-8363a7ec19e6.png,Square
66575,Circle_84853336-2a8a-11ea-8123-8363a7ec19e6.png,Circle
30077,Square_4f7eddde-2a96-11ea-8123-8363a7ec19e6.png,Square
37561,Square_27afd262-2a88-11ea-8123-8363a7ec19e6.png,Square
22379,Triangle_24706f12-2a97-11ea-8123-8363a7ec19e6.png,Triangle
28268,Square_fd51ed9c-2a88-11ea-8123-8363a7ec19e6.png,Square
29281,Square_4026735e-2a8e-11ea-8123-8363a7ec19e6.png,Square
67704,Square_5810cbca-2a8b-11ea-8123-8363a7ec19e6.png,Square
34138,Triangle_fa8a4dfc-2a88-11ea-8123-8363a7ec19e6.png,Triangle
67720,Triangle_b44940c8-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
16955,Square_9384fca6-2a8d-11ea-8123-8363a7ec19e6.png,Square
11265,Triangle_6606c7d0-2a94-11ea-8123-8363a7ec19e6.png,Triangle
17820,Circle_c3185d9a-2a8e-11ea-8123-8363a7ec19e6.png,Circle
5541,Triangle_fb9a01f6-2a97-11ea-8123-8363a7ec19e6.png,Triangle
38597,Triangle_48a2cf10-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
18027,Triangle_bae9afdc-2a90-11ea-8123-8363a7ec19e6.png,Triangle
69088,Triangle_958e956e-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
64611,Circle_1cec8da0-2a85-11ea-8123-8363a7ec19e6.png,Circle
28602,Circle_fa5b00c2-2a8a-11ea-8123-8363a7ec19e6.png,Circle
24789,Circle_f9c9704a-2a8e-11ea-8123-8363a7ec19e6.png,Circle
82975,Circle_de2e280a-2a87-11ea-8123-8363a7ec19e6.png,Circle
18328,Triangle_ebd1b4e8-2a93-11ea-8123-8363a7ec19e6.png,Triangle
9400,Triangle_0059216e-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
21262,Circle_55f260c2-2a97-11ea-8123-8363a7ec19e6.png,Circle
54001,Circle_bc7bff38-2a83-11ea-8123-8363a7ec19e6.png,Circle
31427,Circle_231bb6b4-2a95-11ea-8123-8363a7ec19e6.png,Circle
30715,Triangle_1a2ef4f4-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
59337,Triangle_c2d61234-2a96-11ea-8123-8363a7ec19e6.png,Triangle
39369,Triangle_f9490acc-2a84-11ea-8123-8363a7ec19e6.png,Triangle
70976,Square_af553734-2a88-11ea-8123-8363a7ec19e6.png,Square
34100,Triangle_e63e8c7a-2a90-11ea-8123-8363a7ec19e6.png,Triangle
41451,Triangle_b33ccc30-2a93-11ea-8123-8363a7ec19e6.png,Triangle
9473,Circle_62fc6c02-2a99-11ea-8123-8363a7ec19e6.png,Circle
56932,Circle_3568d03c-2a85-11ea-8123-8363a7ec19e6.png,Circle
11908,Triangle_4e167582-2a83-11ea-8123-8363a7ec19e6.png,Triangle
12043,Triangle_7da68d3c-2a97-11ea-8123-8363a7ec19e6.png,Triangle
2019,Square_12080d04-2a96-11ea-8123-8363a7ec19e6.png,Square
75468,Circle_47e3d5ae-2a99-11ea-8123-8363a7ec19e6.png,Circle
78289,Square_994dd63a-2a83-11ea-8123-8363a7ec19e6.png,Square
64123,Triangle_994514c4-2a96-11ea-8123-8363a7ec19e6.png,Triangle
1404,Square_bf7e38f6-2a95-11ea-8123-8363a7ec19e6.png,Square
32207,Square_77d9f730-2a84-11ea-8123-8363a7ec19e6.png,Square
77836,Circle_d6ba1248-2a85-11ea-8123-8363a7ec19e6.png,Circle
29312,Circle_1be8af70-2a84-11ea-8123-8363a7ec19e6.png,Circle
4233,Triangle_28c2d504-2a98-11ea-8123-8363a7ec19e6.png,Triangle
21783,Circle_ad25c868-2a95-11ea-8123-8363a7ec19e6.png,Circle
83237,Square_9e6a17a6-2a96-11ea-8123-8363a7ec19e6.png,Square
16964,Circle_e20fec0a-2a8d-11ea-8123-8363a7ec19e6.png,Circle
12603,Square_92ebd140-2a90-11ea-8123-8363a7ec19e6.png,Square
59070,Square_b6bed250-2a92-11ea-8123-8363a7ec19e6.png,Square
14273,Circle_0d1a7594-2a86-11ea-8123-8363a7ec19e6.png,Circle
31557,Circle_28c66c8a-2a90-11ea-8123-8363a7ec19e6.png,Circle
48741,Circle_23bb3ce2-2a91-11ea-8123-8363a7ec19e6.png,Circle
60929,Triangle_3e01d44c-2a84-11ea-8123-8363a7ec19e6.png,Triangle
68361,Circle_c40bab92-2a95-11ea-8123-8363a7ec19e6.png,Circle
14671,Circle_d0058ed2-2a85-11ea-8123-8363a7ec19e6.png,Circle
88824,Triangle_7aa992e0-2a93-11ea-8123-8363a7ec19e6.png,Triangle
28621,Circle_da8468cc-2a87-11ea-8123-8363a7ec19e6.png,Circle
28939,Triangle_4b0b61ae-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
42727,Square_dc7ab50a-2a96-11ea-8123-8363a7ec19e6.png,Square
83642,Circle_67a856c0-2a86-11ea-8123-8363a7ec19e6.png,Circle
49824,Square_3143771e-2a99-11ea-8123-8363a7ec19e6.png,Square
63588,Circle_0b16e6ac-2a99-11ea-8123-8363a7ec19e6.png,Circle
47684,Circle_3c04c902-2a97-11ea-8123-8363a7ec19e6.png,Circle
4519,Triangle_295cdd98-2a98-11ea-8123-8363a7ec19e6.png,Triangle
22659,Square_cac1130e-2a91-11ea-8123-8363a7ec19e6.png,Square
68362,Circle_fddfd8d8-2a87-11ea-8123-8363a7ec19e6.png,Circle
27000,Triangle_134cd212-2a87-11ea-8123-8363a7ec19e6.png,Triangle
55489,Triangle_178ae450-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
18005,Circle_649d5018-2a8e-11ea-8123-8363a7ec19e6.png,Circle
9128,Triangle_070e114c-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
13270,Square_8c712318-2a97-11ea-8123-8363a7ec19e6.png,Square
24408,Triangle_8d751690-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
47638,Circle_511ca95e-2a97-11ea-8123-8363a7ec19e6.png,Circle
18775,Circle_d854f60c-2a91-11ea-8123-8363a7ec19e6.png,Circle
25919,Square_a0ec4854-2a97-11ea-8123-8363a7ec19e6.png,Square
61047,Circle_c84c3340-2a84-11ea-8123-8363a7ec19e6.png,Circle
27023,Triangle_7eb2d5d4-2a95-11ea-8123-8363a7ec19e6.png,Triangle
67665,Square_63dc3562-2a8f-11ea-8123-8363a7ec19e6.png,Square
48453,Square_56d0748e-2a97-11ea-8123-8363a7ec19e6.png,Square
33732,Square_66178c36-2a8b-11ea-8123-8363a7ec19e6.png,Square
44723,Square_dc85fd04-2a85-11ea-8123-8363a7ec19e6.png,Square
75858,Circle_5d86171a-2a89-11ea-8123-8363a7ec19e6.png,Circle
25138,Square_4f761a76-2a84-11ea-8123-8363a7ec19e6.png,Square
57095,Circle_6ce6d3c6-2a83-11ea-8123-8363a7ec19e6.png,Circle
22738,Circle_ac1911d0-2a97-11ea-8123-8363a7ec19e6.png,Circle
7875,Circle_6648f4da-2a98-11ea-8123-8363a7ec19e6.png,Circle
76081,Circle_b0241930-2a94-11ea-8123-8363a7ec19e6.png,Circle
49222,Square_ae0475b8-2a95-11ea-8123-8363a7ec19e6.png,Square
13510,Square_00b161cc-2a8c-11ea-8123-8363a7ec19e6.png,Square
33301,Triangle_6c8b3226-2a99-11ea-8123-8363a7ec19e6.png,Triangle
24702,Triangle_0e256c06-2a85-11ea-8123-8363a7ec19e6.png,Triangle
85071,Circle_5ced09a0-2a91-11ea-8123-8363a7ec19e6.png,Circle
55652,Triangle_dde1eef0-2a95-11ea-8123-8363a7ec19e6.png,Triangle
50840,Triangle_8e623980-2a94-11ea-8123-8363a7ec19e6.png,Triangle
79669,Circle_2fff33c2-2a88-11ea-8123-8363a7ec19e6.png,Circle
70338,Circle_726db59a-2a8c-11ea-8123-8363a7ec19e6.png,Circle
67093,Circle_c2827934-2a92-11ea-8123-8363a7ec19e6.png,Circle
19452,Square_01ef15e4-2a90-11ea-8123-8363a7ec19e6.png,Square
33713,Triangle_f0f23fc8-2a85-11ea-8123-8363a7ec19e6.png,Triangle
40001,Circle_217f1c04-2a97-11ea-8123-8363a7ec19e6.png,Circle
67011,Square_f77ed3c0-2a98-11ea-8123-8363a7ec19e6.png,Square
59,Square_1e080ae6-2a87-11ea-8123-8363a7ec19e6.png,Square
67402,Triangle_dd76b106-2a97-11ea-8123-8363a7ec19e6.png,Triangle
57243,Square_e34e092e-2a8f-11ea-8123-8363a7ec19e6.png,Square
39176,Square_9681db24-2a95-11ea-8123-8363a7ec19e6.png,Square
67045,Square_a4d6743c-2a8b-11ea-8123-8363a7ec19e6.png,Square
35166,Square_89cb6820-2a89-11ea-8123-8363a7ec19e6.png,Square
24983,Circle_af0fb560-2a88-11ea-8123-8363a7ec19e6.png,Circle
60164,Circle_93fecff8-2a93-11ea-8123-8363a7ec19e6.png,Circle
13950,Triangle_31a251da-2a94-11ea-8123-8363a7ec19e6.png,Triangle
62728,Square_173ed8f8-2a86-11ea-8123-8363a7ec19e6.png,Square
80209,Circle_9d578690-2a83-11ea-8123-8363a7ec19e6.png,Circle
27137,Circle_ba81560a-2a98-11ea-8123-8363a7ec19e6.png,Circle
30026,Circle_a30ca406-2a8a-11ea-8123-8363a7ec19e6.png,Circle
73196,Circle_4731053c-2a85-11ea-8123-8363a7ec19e6.png,Circle
59340,Triangle_956e5b06-2a84-11ea-8123-8363a7ec19e6.png,Triangle
30900,Circle_8220c2e6-2a8e-11ea-8123-8363a7ec19e6.png,Circle
67312,Circle_d1f8e34a-2a96-11ea-8123-8363a7ec19e6.png,Circle
87643,Triangle_45a22108-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
67026,Circle_f2dd2456-2a85-11ea-8123-8363a7ec19e6.png,Circle
23586,Square_00038fb0-2a97-11ea-8123-8363a7ec19e6.png,Square
60982,Circle_facea3f6-2a85-11ea-8123-8363a7ec19e6.png,Circle
66375,Triangle_bc868ad2-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
8114,Circle_95b91ea4-2a96-11ea-8123-8363a7ec19e6.png,Circle
11862,Circle_8cdb9820-2a8c-11ea-8123-8363a7ec19e6.png,Circle
27764,Triangle_55e7b95c-2a87-11ea-8123-8363a7ec19e6.png,Triangle
18080,Triangle_e4a47644-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
36651,Square_6cd7b12e-2a84-11ea-8123-8363a7ec19e6.png,Square
25187,Square_6e3bc3f8-2a8d-11ea-8123-8363a7ec19e6.png,Square
76351,Triangle_a5189660-2a99-11ea-8123-8363a7ec19e6.png,Triangle
87461,Circle_f9b82202-2a86-11ea-8123-8363a7ec19e6.png,Circle
27013,Triangle_d08eb01a-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
75807,Square_7602fce0-2a84-11ea-8123-8363a7ec19e6.png,Square
13033,Square_872a72da-2a9a-11ea-8123-8363a7ec19e6.png,Square
3399,Square_96f675d4-2a8f-11ea-8123-8363a7ec19e6.png,Square
9254,Triangle_f8ed2e38-2a83-11ea-8123-8363a7ec19e6.png,Triangle
37668,Square_4259c9a6-2a8d-11ea-8123-8363a7ec19e6.png,Square
32650,Square_b368e5a2-2a90-11ea-8123-8363a7ec19e6.png,Square
64805,Circle_4a980c9e-2a89-11ea-8123-8363a7ec19e6.png,Circle
75711,Circle_30d86a66-2a92-11ea-8123-8363a7ec19e6.png,Circle
58676,Triangle_8f3180ee-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
20342,Triangle_e1c399a0-2a87-11ea-8123-8363a7ec19e6.png,Triangle
844,Square_35434fae-2a87-11ea-8123-8363a7ec19e6.png,Square
61338,Circle_cd982060-2a85-11ea-8123-8363a7ec19e6.png,Circle
28504,Circle_e381fad4-2a8c-11ea-8123-8363a7ec19e6.png,Circle
11063,Circle_07f46e32-2a8e-11ea-8123-8363a7ec19e6.png,Circle
78003,Triangle_0ff8d982-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
80841,Triangle_c6fe768c-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
45807,Triangle_cfbcf89e-2a89-11ea-8123-8363a7ec19e6.png,Triangle
66280,Triangle_3f0b4940-2a98-11ea-8123-8363a7ec19e6.png,Triangle
21342,Square_83394442-2a83-11ea-8123-8363a7ec19e6.png,Square
53211,Square_441f85f2-2a90-11ea-8123-8363a7ec19e6.png,Square
79864,Triangle_56c0c792-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
1289,Circle_8f49b0de-2a8b-11ea-8123-8363a7ec19e6.png,Circle
13615,Circle_54ad8f72-2a86-11ea-8123-8363a7ec19e6.png,Circle
89807,Circle_04a17a2c-2a84-11ea-8123-8363a7ec19e6.png,Circle
17487,Circle_6e66d49a-2a87-11ea-8123-8363a7ec19e6.png,Circle
51518,Triangle_4b9ed3b2-2a97-11ea-8123-8363a7ec19e6.png,Triangle
39908,Triangle_f9ac7cf6-2a93-11ea-8123-8363a7ec19e6.png,Triangle
80171,Circle_cd4c215a-2a9a-11ea-8123-8363a7ec19e6.png,Circle
53267,Circle_de2f5a3c-2a86-11ea-8123-8363a7ec19e6.png,Circle
18571,Square_f28b299c-2a87-11ea-8123-8363a7ec19e6.png,Square
18403,Triangle_36305b7e-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
29595,Triangle_f6a0c82c-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
18918,Triangle_b1feef00-2a85-11ea-8123-8363a7ec19e6.png,Triangle
87725,Triangle_45833a98-2a94-11ea-8123-8363a7ec19e6.png,Triangle
30602,Square_b50a1a58-2a8f-11ea-8123-8363a7ec19e6.png,Square
48723,Square_03fc352a-2a8a-11ea-8123-8363a7ec19e6.png,Square
36445,Circle_142cea8c-2a96-11ea-8123-8363a7ec19e6.png,Circle
13089,Triangle_1503b23c-2a88-11ea-8123-8363a7ec19e6.png,Triangle
25231,Square_8889a78c-2a8f-11ea-8123-8363a7ec19e6.png,Square
35341,Circle_5ccc4c4e-2a8a-11ea-8123-8363a7ec19e6.png,Circle
29832,Triangle_befb841e-2a91-11ea-8123-8363a7ec19e6.png,Triangle
28929,Triangle_e4c2e6ac-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
35452,Triangle_e38ab0b8-2a85-11ea-8123-8363a7ec19e6.png,Triangle
54131,Triangle_278be28a-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
39839,Square_77d8e04a-2a87-11ea-8123-8363a7ec19e6.png,Square
55249,Triangle_bc993b24-2a84-11ea-8123-8363a7ec19e6.png,Triangle
14451,Square_05bd8190-2a92-11ea-8123-8363a7ec19e6.png,Square
2538,Square_1fd667a8-2a84-11ea-8123-8363a7ec19e6.png,Square
30584,Square_7a3cb39e-2a8b-11ea-8123-8363a7ec19e6.png,Square
80898,Circle_0a4a940a-2a92-11ea-8123-8363a7ec19e6.png,Circle
49569,Triangle_5d5a369c-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
30901,Square_cd2ce23c-2a99-11ea-8123-8363a7ec19e6.png,Square
9682,Circle_85758c4e-2a96-11ea-8123-8363a7ec19e6.png,Circle
40646,Triangle_7f357384-2a83-11ea-8123-8363a7ec19e6.png,Triangle
43540,Square_008e37ce-2a96-11ea-8123-8363a7ec19e6.png,Square
3308,Square_a9edf8b6-2a98-11ea-8123-8363a7ec19e6.png,Square
58718,Triangle_a495e668-2a88-11ea-8123-8363a7ec19e6.png,Triangle
31385,Circle_ea10c268-2a96-11ea-8123-8363a7ec19e6.png,Circle
4859,Square_8c9ab0e8-2a92-11ea-8123-8363a7ec19e6.png,Square
53439,Square_88218f6a-2a96-11ea-8123-8363a7ec19e6.png,Square
24975,Triangle_c3cafce4-2a88-11ea-8123-8363a7ec19e6.png,Triangle
12913,Circle_b03d0dd2-2a85-11ea-8123-8363a7ec19e6.png,Circle
86698,Triangle_0c2b4a6e-2a95-11ea-8123-8363a7ec19e6.png,Triangle
2746,Circle_aef06a1e-2a94-11ea-8123-8363a7ec19e6.png,Circle
28463,Triangle_30981fdc-2a84-11ea-8123-8363a7ec19e6.png,Triangle
47239,Circle_63962540-2a99-11ea-8123-8363a7ec19e6.png,Circle
13177,Circle_4da36d52-2a89-11ea-8123-8363a7ec19e6.png,Circle
28325,Circle_3b365032-2a8c-11ea-8123-8363a7ec19e6.png,Circle
30729,Triangle_dba9b8de-2a86-11ea-8123-8363a7ec19e6.png,Triangle
80425,Square_11c65c52-2a8b-11ea-8123-8363a7ec19e6.png,Square
66012,Square_7ca57718-2a8d-11ea-8123-8363a7ec19e6.png,Square
74921,Square_9e955e8c-2a89-11ea-8123-8363a7ec19e6.png,Square
2417,Square_3ffad276-2a98-11ea-8123-8363a7ec19e6.png,Square
58306,Triangle_63b9c34e-2a97-11ea-8123-8363a7ec19e6.png,Triangle
87639,Triangle_4f5350d6-2a93-11ea-8123-8363a7ec19e6.png,Triangle
53530,Triangle_0525f7ba-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
27882,Triangle_9e9c4076-2a84-11ea-8123-8363a7ec19e6.png,Triangle
29184,Square_3a9650b2-2a93-11ea-8123-8363a7ec19e6.png,Square
80716,Circle_ee996560-2a91-11ea-8123-8363a7ec19e6.png,Circle
16944,Triangle_52dcbbbc-2a97-11ea-8123-8363a7ec19e6.png,Triangle
20624,Square_50ac23d4-2a86-11ea-8123-8363a7ec19e6.png,Square
79424,Circle_af1f2f5a-2a8c-11ea-8123-8363a7ec19e6.png,Circle
80102,Square_2d4d9e20-2a8d-11ea-8123-8363a7ec19e6.png,Square
48058,Square_d4dd1b8c-2a8f-11ea-8123-8363a7ec19e6.png,Square
72454,Triangle_760101e2-2a8e-11ea-8123-8363a7ec19e6.png,Triangle
79085,Triangle_719f6648-2a89-11ea-8123-8363a7ec19e6.png,Triangle
37489,Triangle_1648ce22-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
16349,Circle_88667a86-2a95-11ea-8123-8363a7ec19e6.png,Circle
34711,Square_1e96ef6e-2a8b-11ea-8123-8363a7ec19e6.png,Square
17878,Triangle_4c21a43e-2a94-11ea-8123-8363a7ec19e6.png,Triangle
39864,Triangle_17cc7d4e-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
68210,Circle_c04126da-2a91-11ea-8123-8363a7ec19e6.png,Circle
82273,Circle_413e54a6-2a83-11ea-8123-8363a7ec19e6.png,Circle
47377,Square_91b7195e-2a8d-11ea-8123-8363a7ec19e6.png,Square
77465,Triangle_f43232a6-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
56498,Triangle_84b9bc9a-2a95-11ea-8123-8363a7ec19e6.png,Triangle
47888,Triangle_4f1936fe-2a88-11ea-8123-8363a7ec19e6.png,Triangle
61647,Square_a4f82ac6-2a8d-11ea-8123-8363a7ec19e6.png,Square
56521,Triangle_b145d99c-2a90-11ea-8123-8363a7ec19e6.png,Triangle
23633,Circle_348eb89c-2a95-11ea-8123-8363a7ec19e6.png,Circle
7552,Circle_6a02e8a2-2a92-11ea-8123-8363a7ec19e6.png,Circle
43736,Square_436509da-2a8f-11ea-8123-8363a7ec19e6.png,Square
73388,Square_fd1e0dd6-2a8f-11ea-8123-8363a7ec19e6.png,Square
35322,Square_611bfb3e-2a88-11ea-8123-8363a7ec19e6.png,Square
12254,Triangle_e6aaacf2-2a86-11ea-8123-8363a7ec19e6.png,Triangle
